,carat,cut,clarity,depth,table,x,y,z,price,color
401,0.26,3,6,61.4,57.0,4.1,4.13,2.52,506,6
402,0.52,3,3,61.7,57.0,5.13,5.16,3.17,1311,4
403,2.0,2,1,63.6,62.0,7.97,7.8,5.02,6521,2
404,0.76,5,4,61.6,56.0,5.85,5.9,3.62,3864,6
405,1.09,5,3,62.2,56.0,6.6,6.55,4.09,4970,4
406,0.25,2,5,57.6,60.0,4.15,4.18,2.4,399,7
407,0.71,2,4,62.8,60.0,5.6,5.65,3.53,2836,6
408,0.41,1,6,64.5,57.0,4.68,4.65,3.01,1089,7
409,2.27,4,5,62.4,58.0,8.41,8.36,5.23,17149,2
410,1.01,4,6,63.0,61.0,6.36,6.34,4.0,7665,4
411,0.75,3,3,62.9,57.0,5.79,5.84,3.66,2753,6
412,0.72,4,3,62.1,59.0,5.75,5.71,3.56,1987,2
413,2.36,5,2,62.2,55.0,8.51,8.56,5.3,17569,3
414,1.01,5,4,62.7,54.0,6.43,6.47,4.04,6937,4
415,1.03,3,2,61.1,59.0,6.51,6.58,4.0,4218,5
416,0.7,3,3,61.2,57.0,5.68,5.73,3.49,2753,6
417,0.3,4,4,61.6,60.0,4.33,4.28,2.65,675,4
418,1.51,5,4,62.2,53.0,7.35,7.31,4.56,13771,5
419,0.3,4,5,60.5,60.0,4.29,4.31,2.6,658,5
420,0.71,5,7,62.3,56.0,5.7,5.73,3.56,2606,1
421,0.36,5,4,61.3,55.0,4.58,4.62,2.82,928,7
422,0.9,5,2,60.9,56.0,6.14,6.19,3.85,3500,4
423,0.35,4,5,62.4,58.0,5.67,5.64,3.53,949,2
424,0.7,3,3,62.6,57.0,5.64,5.7,3.55,1830,3
425,1.0,4,3,62.2,62.0,6.39,6.33,3.96,3360,1
426,0.3,5,3,62.2,57.0,4.26,4.29,2.66,477,4
427,0.9,2,2,60.9,63.0,6.13,6.21,3.76,2680,1
428,1.02,1,3,70.6,57.0,6.08,6.01,4.27,4398,7
429,0.26,3,3,59.2,60.0,4.2,4.24,2.5,445,1
430,0.33,5,5,61.7,55.0,4.48,4.5,2.77,1007,7
431,0.51,2,2,63.9,55.0,5.1,5.04,3.24,1268,7
432,1.2,5,4,59.9,57.0,6.91,6.87,4.13,6487,3
433,0.25,3,7,62.2,56.0,4.02,4.03,2.5,633,5
434,0.51,2,3,63.6,56.0,5.11,5.08,3.24,1312,5
435,0.9,2,6,62.9,61.0,6.1,6.14,3.85,3946,1
436,1.07,3,3,61.8,61.0,6.54,6.57,4.05,5767,7
437,0.3,5,2,62.1,54.0,4.32,4.35,2.69,401,6
438,2.01,4,4,60.5,60.0,8.13,8.09,4.91,13400,2
439,1.04,4,6,59.2,58.0,6.68,6.66,3.95,8722,5
440,2.01,3,3,59.3,62.0,8.15,8.2,4.85,12257,2
441,0.71,3,3,60.6,57.0,5.65,5.61,3.55,2207,3
442,0.5,3,4,63.8,56.0,5.05,5.08,3.23,1580,7
443,0.59,4,3,61.8,60.0,5.39,5.33,3.31,1789,6
444,1.0,5,3,60.2,57.0,6.48,6.54,3.92,4774,7
445,0.31,5,4,61.8,57.0,4.38,4.36,2.7,942,7
446,0.7,2,5,59.4,62.0,5.71,5.76,3.4,2759,5
447,0.51,3,5,60.7,56.0,5.18,5.21,3.16,1628,3
448,1.52,4,2,62.6,60.0,7.34,7.3,4.58,6086,3
449,0.91,3,2,62.8,61.0,6.07,6.09,3.82,3703,6
450,0.95,4,2,59.7,61.0,6.35,6.27,3.77,3830,4
451,0.7,3,3,62.6,57.0,5.67,5.7,3.56,2726,7
452,0.53,4,3,61.8,60.0,5.21,5.18,3.21,2099,6
453,1.71,4,3,60.6,58.0,7.79,7.75,4.71,13666,4
454,0.93,4,5,62.1,59.0,6.21,6.16,3.84,4793,4
455,0.61,5,4,61.3,55.0,5.48,5.45,3.35,2373,6
456,1.01,4,3,61.5,59.0,6.48,6.43,3.97,5006,4
457,1.01,5,3,62.3,57.0,6.41,6.36,3.98,4694,4
458,0.7,5,5,60.5,56.0,5.78,5.83,3.51,3419,6
459,2.48,5,2,62.3,57.0,8.64,8.58,5.36,12883,1
460,1.04,4,2,62.4,57.0,6.51,6.43,4.04,4892,6
461,1.06,5,3,60.8,54.0,6.64,6.61,4.03,4602,3
462,0.44,3,3,62.9,58.0,4.85,4.88,3.06,810,6
463,0.9,3,4,62.6,59.0,6.07,6.16,3.83,5502,3
464,1.52,5,5,60.1,60.0,7.54,7.51,4.52,11946,3
465,0.31,5,7,62.6,53.0,4.35,4.41,2.74,687,3
466,1.13,3,3,60.1,60.0,6.73,6.77,4.06,4959,3
467,0.91,2,2,64.1,62.0,6.06,6.01,3.87,3349,7
468,0.53,2,3,63.8,56.0,5.14,5.18,3.29,1268,4
469,0.31,5,5,62.1,54.2,4.31,4.35,2.69,726,6
470,1.28,5,2,61.8,57.0,7.0,6.97,4.32,5676,3
471,1.51,5,5,61.9,57.0,7.37,7.34,4.55,14674,4
472,0.41,4,6,61.0,59.0,4.82,4.79,2.93,1192,5
473,0.28,5,4,61.8,54.0,4.18,4.23,2.6,490,5
474,1.23,4,4,59.3,58.0,7.0,6.94,4.13,5979,3
475,0.36,5,8,61.9,57.0,4.6,4.55,2.83,1013,3
476,2.03,3,5,63.2,60.0,8.01,7.98,5.05,15086,1
477,0.55,5,3,60.9,56.0,5.32,5.28,3.23,1556,6
478,0.92,3,3,62.2,55.0,6.19,6.26,3.87,4621,5
479,1.7,3,3,63.1,57.0,7.51,7.46,4.72,10341,1
480,0.58,5,6,61.8,56.0,5.36,5.39,3.32,2395,5
481,0.31,5,6,62.4,55.0,4.33,4.36,2.71,761,5
482,1.27,5,7,61.7,56.0,6.9,7.03,4.3,10805,4
483,1.27,4,3,62.3,56.0,6.93,6.85,4.29,5547,1
484,1.11,5,4,61.7,54.0,6.64,6.69,4.11,5051,2
485,1.52,4,3,62.5,59.0,7.33,7.26,4.56,12418,6
486,0.93,5,3,62.5,55.0,6.23,6.29,3.91,3856,1
487,0.31,5,6,62.1,56.0,4.32,4.35,2.69,707,4
488,0.83,3,8,59.7,53.0,6.14,6.23,3.69,7889,7
489,1.22,4,3,60.6,60.0,6.92,6.85,4.17,6387,3
490,0.32,5,4,62.3,56.0,4.41,4.38,2.74,900,6
491,0.4,3,3,62.8,59.0,4.67,4.7,2.94,707,6
492,0.7,3,6,60.8,57.0,5.72,5.76,3.49,2931,4
493,1.43,1,5,50.8,60.0,7.73,7.25,3.93,6727,1
494,0.58,5,2,61.2,57.0,5.38,5.41,3.3,1436,7
495,0.81,4,2,59.0,57.0,6.14,6.1,3.61,2274,4
496,0.4,5,3,62.1,57.0,4.69,4.65,2.9,882,5
497,0.55,5,4,61.4,56.0,5.26,5.32,3.25,1667,6
498,1.16,3,2,61.8,58.0,6.75,6.81,4.19,4785,3
499,1.04,4,2,62.4,58.0,6.49,6.4,4.02,3611,3
500,0.71,4,3,58.9,62.0,5.85,5.79,3.43,2181,4
501,0.91,3,4,60.8,57.0,6.24,6.25,3.8,4606,5
502,0.3,5,5,61.7,56.0,4.32,4.34,2.67,570,5
503,0.7,1,3,61.6,66.0,5.62,5.57,3.45,1995,4
504,0.7,3,2,60.6,58.0,5.72,5.77,3.48,2057,4
505,1.01,3,2,63.9,56.0,6.29,6.38,4.05,4023,3
506,1.5,4,1,61.7,62.0,7.28,7.24,4.48,6300,7
507,0.52,5,4,61.5,56.0,5.17,5.14,3.17,1767,6
508,0.36,5,2,62.3,57.0,4.57,4.52,2.83,689,7
509,1.1,3,4,60.4,59.0,6.56,6.6,4.08,6708,5
510,1.01,3,2,63.5,57.0,6.35,6.37,4.04,4244,1
511,0.3,4,3,62.6,57.0,4.34,4.25,2.69,574,4
512,0.38,3,2,60.7,61.0,4.61,4.67,2.83,600,5
513,0.3,5,4,62.0,54.0,4.31,4.34,2.68,605,5
514,1.53,5,4,61.7,57.0,7.36,7.41,4.56,9189,1
515,1.52,4,4,59.4,55.0,7.52,7.46,4.45,14388,5
516,1.01,1,6,65.4,57.0,6.2,6.16,4.04,8716,7
517,0.45,2,5,58.6,62.2,5.0,5.05,2.95,1144,5
518,0.32,5,7,60.3,58.0,4.44,4.48,2.69,779,4
519,0.26,5,6,62.2,56.0,4.12,4.15,2.57,599,6
520,0.31,3,4,63.4,56.0,4.34,4.31,2.74,802,5
521,0.3,5,7,61.3,57.0,4.32,4.36,2.66,665,3
522,0.42,2,3,63.6,61.0,4.73,4.7,3.0,945,6
523,1.04,5,3,59.9,56.0,6.64,6.58,3.96,4403,5
524,0.56,5,4,61.0,55.0,5.33,5.35,3.26,1708,5
525,1.05,5,4,61.6,56.0,6.52,6.56,4.03,6837,4
526,0.9,3,5,62.3,60.0,6.0,6.08,3.76,4540,4
527,1.09,4,5,60.2,59.0,6.71,6.67,4.03,5860,3
528,1.0,4,4,61.3,61.0,6.44,6.38,3.93,5096,3
529,1.22,4,2,60.5,60.0,6.93,6.89,4.18,4974,6
530,1.12,5,3,62.0,55.0,6.68,6.65,4.13,5551,4
531,0.73,5,5,61.2,57.0,5.79,5.84,3.56,3797,5
532,0.9,3,3,62.7,56.0,6.12,6.16,3.85,4381,7
533,0.71,5,6,60.7,57.0,5.81,5.78,3.52,2843,4
534,0.32,2,5,59.5,64.0,4.42,4.45,2.64,756,6
535,0.39,5,4,60.0,57.0,4.76,4.7,2.84,1053,5
536,1.22,4,4,60.3,59.0,6.93,6.87,4.16,6217,1
537,1.01,3,3,60.9,63.0,6.51,6.43,3.94,2323,1
538,1.5,2,2,61.5,65.0,7.21,7.17,4.42,6300,6
539,1.22,4,3,62.3,59.0,6.8,6.74,4.22,7395,6
540,0.57,5,3,62.2,57.0,5.33,5.31,3.31,1613,6
541,1.06,4,4,61.3,58.0,6.56,6.52,4.01,7408,6
542,0.3,5,8,62.3,55.0,4.29,4.31,2.68,886,5
543,0.38,3,3,58.9,61.0,4.75,4.79,2.81,733,7
544,0.5,3,3,62.8,60.0,5.04,5.08,3.18,1054,1
545,0.5,5,2,62.4,55.0,5.09,5.11,3.18,964,3
546,1.12,2,4,63.8,57.0,6.59,6.61,4.21,6925,5
547,1.59,4,6,63.0,58.0,7.48,7.43,4.7,12409,3
548,0.35,5,3,62.4,55.0,4.55,4.52,2.83,748,5
549,0.59,4,3,62.9,60.0,5.34,5.24,3.33,1265,3
550,0.52,5,5,61.2,56.0,5.19,5.23,3.19,1803,4
551,0.62,5,4,61.2,56.0,5.49,5.52,3.37,2243,7
552,1.04,3,4,61.9,57.0,6.46,6.5,4.01,6177,4
553,2.16,4,7,61.5,58.0,8.36,8.26,5.11,17891,2
554,0.41,5,3,62.7,57.0,4.74,4.77,2.98,755,6
555,1.61,5,4,62.5,57.0,7.49,7.43,4.66,10098,1
556,0.35,5,2,61.4,56.0,4.55,4.51,2.78,630,6
557,1.25,4,4,61.5,60.0,6.93,6.89,4.25,8840,5
558,1.25,5,6,62.2,55.0,6.87,6.93,4.29,10983,4
559,0.7,3,5,62.4,56.0,5.62,5.7,3.53,2604,5
560,1.06,4,2,61.5,57.0,6.57,6.49,4.02,2968,1
561,0.91,5,5,61.9,56.0,6.19,6.22,3.85,3863,2
562,0.9,5,2,62.0,56.0,6.2,6.16,3.83,2948,1
563,0.96,2,2,56.7,62.0,6.51,6.39,3.66,3611,3
564,0.8,5,2,62.4,57.0,5.91,5.83,3.66,2122,3
565,1.01,3,8,63.0,60.0,6.31,6.35,3.99,7974,4
566,1.51,2,4,64.0,58.0,7.24,7.27,4.64,6936,2
567,2.03,4,2,61.7,58.0,8.14,8.1,5.01,13229,7
568,1.21,4,3,61.1,61.0,6.78,6.74,4.13,5720,5
569,0.35,3,3,63.3,54.0,4.53,4.51,2.86,647,3
570,1.0,3,5,63.0,58.0,6.29,6.38,3.99,7676,6
571,0.52,5,4,61.2,56.0,5.16,5.23,3.18,1689,6
572,0.39,4,4,62.5,59.0,4.76,4.74,2.86,1024,7
573,0.31,5,7,61.8,54.0,4.39,4.41,2.72,789,4
574,1.39,4,3,62.7,58.0,7.15,7.08,4.46,7986,3
575,0.36,4,8,59.9,59.0,4.58,4.63,2.76,758,1
576,1.23,5,3,62.3,57.0,6.85,6.89,4.28,5938,3
577,0.42,5,5,61.2,54.0,4.82,4.86,2.96,921,4
578,0.42,4,3,62.6,58.0,4.76,4.8,2.99,626,1
579,1.5,2,1,64.0,56.0,7.18,7.05,4.56,4022,3
580,0.3,5,3,62.1,56.0,4.3,4.33,2.68,552,7
581,1.14,5,6,61.0,56.0,6.74,6.76,4.12,9013,4
582,0.39,4,5,61.7,59.0,4.69,4.64,2.88,1123,7
583,0.31,2,5,63.8,57.0,4.29,4.33,2.75,625,4
584,0.38,5,6,61.5,57.0,4.67,4.63,2.86,1257,7
585,0.42,5,3,61.7,55.0,4.84,4.85,2.99,885,3
586,0.35,3,4,60.2,60.0,4.54,4.6,2.75,658,4
587,0.3,4,5,62.3,59.0,4.3,4.27,2.67,776,4
588,0.52,4,3,62.6,55.0,5.16,5.12,3.22,1219,3
589,0.5,3,5,61.4,57.8,5.09,5.14,3.15,1034,2
590,0.72,5,6,61.0,56.0,5.8,5.84,3.55,3295,4
591,1.5,4,2,60.8,58.0,7.39,7.34,4.48,8148,3
592,1.04,3,3,63.4,55.0,6.41,6.46,4.08,5557,7
593,0.53,5,7,61.3,56.0,5.21,5.23,3.2,1781,3
594,0.4,3,5,62.9,55.0,4.73,4.77,2.99,1004,7
595,0.74,4,3,60.6,60.0,5.88,5.84,3.55,2655,7
596,1.3,5,5,62.4,56.0,7.03,6.95,4.36,6928,4
597,0.7,5,3,62.6,56.0,5.66,5.68,3.55,1937,2
598,0.9,1,6,67.0,56.0,5.91,5.83,3.93,3074,1
599,0.7,5,7,62.3,55.0,5.7,5.64,3.53,2536,1
600,0.59,3,3,63.0,57.0,5.35,5.38,3.38,1412,4
601,0.35,5,6,60.8,55.0,4.58,4.61,2.79,872,5
602,0.3,5,4,62.6,54.0,4.31,4.28,2.69,844,6
603,0.7,3,3,62.1,56.0,5.65,5.69,3.52,2686,7
604,1.01,5,4,62.3,55.0,6.4,6.44,4.0,4425,2
605,1.0,3,2,63.5,59.0,6.35,6.32,4.02,4295,7
606,0.53,5,6,60.4,56.0,5.24,5.29,3.18,1948,4
607,0.54,5,5,61.4,57.0,5.21,5.24,3.21,2039,7
608,0.42,3,5,59.4,59.0,4.86,4.9,2.9,921,4
609,1.52,2,3,64.4,59.0,7.18,7.25,4.65,9368,4
610,2.04,4,2,60.2,58.0,8.17,8.24,4.94,18066,5
611,1.05,1,2,66.0,60.0,6.3,6.22,4.13,3615,5
612,0.33,5,4,62.5,55.0,4.48,4.46,2.74,928,6
613,1.51,2,2,63.6,60.0,7.27,7.23,4.61,7957,1
614,0.32,5,7,61.9,56.0,4.4,4.39,2.72,1080,4
615,1.0,5,5,61.9,57.0,6.41,6.39,3.96,7526,5
616,1.01,4,2,60.0,61.0,6.53,6.47,3.9,4921,6
617,0.39,4,4,62.4,58.0,4.65,4.61,2.89,1053,5
618,1.0,4,3,61.1,60.0,6.47,6.42,3.94,5174,6
619,0.39,5,4,61.4,56.0,4.68,4.74,2.89,796,6
620,0.7,3,4,59.5,58.0,5.75,5.85,3.45,2812,5
621,0.9,5,5,61.7,56.0,6.19,6.22,3.83,6230,6
622,1.0,2,4,58.7,61.0,6.5,6.52,3.82,3769,2
623,0.58,4,5,59.2,60.0,5.46,5.41,3.22,2401,7
624,0.3,5,8,61.0,56.0,4.34,4.37,2.65,844,4
625,1.51,4,4,61.1,59.0,7.37,7.32,4.49,14294,5
626,1.01,4,7,62.8,58.0,6.39,6.35,4.0,9412,5
627,0.35,3,5,62.3,60.0,4.5,4.52,2.81,829,6
628,1.01,3,4,61.9,58.0,6.37,6.42,3.96,6047,4
629,0.7,5,4,61.9,57.0,5.65,5.69,3.51,1974,2
630,0.62,4,4,62.3,60.0,5.46,5.39,3.38,2009,5
631,1.51,4,3,60.7,59.0,7.43,7.39,4.5,10020,3
632,2.01,4,2,62.8,58.0,8.09,8.0,5.05,12407,2
633,0.35,1,7,54.6,59.0,4.85,4.79,2.63,1011,5
634,0.91,4,2,61.4,60.0,6.21,6.23,3.82,3682,5
635,0.43,4,4,60.2,59.0,4.92,4.88,2.95,1129,7
636,1.22,4,4,62.7,59.0,6.82,6.81,4.27,6184,3
637,1.01,4,3,62.2,59.0,6.41,6.36,3.97,5345,5
638,0.59,5,2,61.9,55.0,5.37,5.39,3.33,1292,3
639,1.11,2,2,65.5,60.0,6.76,6.83,3.96,4532,6
640,0.52,3,3,62.5,59.0,5.14,5.16,3.22,1019,2
641,0.23,4,6,59.6,61.0,4.03,3.99,2.39,640,7
642,1.33,4,5,62.7,58.0,6.96,7.01,4.38,9699,4
643,0.5,5,3,60.9,57.0,5.18,5.14,3.14,1654,7
644,0.29,3,6,60.8,63.0,4.28,4.31,2.61,592,5
645,0.41,4,4,61.6,58.0,4.73,4.78,2.93,827,4
646,0.71,2,5,63.3,55.0,5.62,5.66,3.57,1881,2
647,0.73,4,5,61.4,58.0,5.82,5.77,3.56,2841,4
648,1.51,4,4,62.3,59.0,7.31,7.35,4.57,7418,2
649,1.04,5,2,61.4,56.0,6.56,6.5,4.01,4892,6
650,2.01,2,2,63.6,59.0,7.97,7.9,5.05,11096,4
651,0.41,1,6,64.7,56.0,4.68,4.72,3.04,833,4
652,0.37,1,8,61.2,57.0,4.68,4.73,2.88,1440,7
653,1.23,4,3,59.2,62.0,7.05,7.0,4.16,7274,6
654,0.36,5,3,61.8,55.0,4.58,4.61,2.84,725,4
655,1.2,4,4,62.1,61.0,6.74,6.68,4.17,7728,4
656,0.33,3,6,59.5,56.0,4.51,4.56,2.7,933,7
657,0.6,5,4,61.5,55.0,5.42,5.45,3.34,2325,7
658,0.91,4,3,63.0,57.0,6.19,6.1,3.87,3033,3
659,0.33,5,4,60.5,55.0,4.55,4.47,2.73,854,5
660,0.32,2,5,60.3,64.0,4.42,4.44,2.67,756,6
661,0.7,3,5,61.2,56.0,5.68,5.75,3.5,3567,7
662,1.35,4,3,61.1,61.0,7.13,7.1,4.35,5715,2
663,0.71,4,5,61.9,58.0,5.76,5.71,3.55,2104,1
664,0.92,4,2,62.5,59.0,6.24,6.2,3.89,3550,7
665,0.7,4,3,61.3,58.0,5.71,5.74,3.51,2155,3
666,0.45,2,5,60.7,60.4,4.94,4.98,3.01,1246,4
667,1.6,4,3,62.2,58.0,7.48,7.54,4.67,7550,2
668,1.5,3,6,60.9,56.0,7.34,7.37,4.48,12798,4
669,3.04,3,2,63.2,59.0,9.14,9.07,5.75,15354,1
670,1.61,5,4,62.2,56.0,7.57,7.5,4.69,9521,4
671,1.0,3,4,62.9,55.0,6.34,6.38,4.0,6352,5
672,1.02,3,5,58.9,59.0,6.52,6.65,3.88,7253,6
673,1.57,5,5,62.2,55.0,7.44,7.49,4.64,12810,3
674,2.02,5,3,61.9,58.0,8.07,8.18,5.03,15942,1
675,2.14,4,3,62.3,58.0,8.28,8.22,5.14,14490,3
676,0.25,3,6,60.5,59.0,4.06,4.1,2.47,575,6
677,0.31,5,4,62.7,57.0,4.31,4.34,2.71,544,4
678,0.5,5,4,61.9,59.0,5.07,5.1,3.15,1712,7
679,0.26,5,5,62.2,55.0,4.06,4.11,2.54,462,3
680,0.32,4,5,62.3,58.0,4.34,4.39,2.72,561,3
681,0.71,5,8,61.5,56.0,5.74,5.77,3.54,2925,1
682,0.94,4,2,63.3,57.0,6.29,6.21,3.87,3335,3
683,0.26,3,4,62.8,58.0,4.0,4.06,2.53,601,6
684,0.38,5,6,61.9,53.8,4.66,4.7,2.9,1073,6
685,0.97,3,3,60.2,61.0,6.4,6.46,3.87,4140,4
686,0.9,2,3,63.2,61.0,6.09,6.13,3.86,3950,5
687,0.31,5,4,62.6,57.0,4.38,4.34,2.73,628,3
688,0.27,5,6,62.1,57.0,4.15,4.1,2.56,623,3
689,0.54,5,2,61.5,57.0,5.25,5.28,3.19,1246,6
690,1.03,5,5,60.7,56.0,6.6,6.54,3.99,7429,5
691,0.52,5,5,61.3,56.0,5.21,5.22,3.2,2550,7
692,0.71,2,3,63.1,56.0,5.68,5.73,3.6,2719,7
693,0.91,3,3,63.5,58.0,6.17,6.12,3.9,2905,2
694,0.71,5,2,58.4,57.0,5.74,5.78,3.54,2470,6
695,1.07,4,3,63.0,57.0,6.57,6.47,4.11,6124,7
696,1.21,5,5,61.4,56.0,6.84,6.9,4.22,8824,4
697,0.31,5,7,60.5,57.0,4.38,4.41,2.66,942,6
698,0.45,3,5,62.1,59.0,4.85,4.81,3.0,1179,5
699,0.49,5,5,62.3,55.0,5.03,5.05,3.14,1934,7
700,0.53,4,3,60.9,60.0,5.26,5.19,3.18,1193,3
701,0.91,2,2,63.6,56.0,6.14,6.09,3.89,3610,4
702,0.32,2,3,63.9,55.0,4.36,4.34,2.78,554,1
703,0.5,2,4,60.4,64.0,5.12,5.08,3.08,1047,1
704,0.32,3,3,61.6,56.0,4.39,4.41,2.71,561,6
705,0.31,3,4,60.0,60.0,4.4,4.43,2.65,489,3
706,1.53,4,3,60.8,59.0,7.54,7.49,4.57,8911,1
707,0.9,2,2,61.9,56.0,6.1,6.17,3.92,2693,2
708,1.01,4,4,61.6,58.0,6.45,6.4,3.96,6027,4
709,1.71,3,5,61.9,61.0,7.61,7.67,4.73,17685,5
710,1.49,1,1,66.9,61.0,6.93,6.89,4.62,6425,3
711,0.41,2,2,63.8,57.0,4.75,4.68,3.01,818,6
712,0.38,3,2,61.2,57.0,4.67,4.71,2.87,585,5
713,0.53,5,7,62.0,57.0,5.16,5.2,3.21,2732,7
714,0.9,1,3,64.0,63.0,6.12,6.04,3.89,4796,7
715,0.56,4,4,60.5,59.0,5.42,5.33,3.25,1935,5
716,1.24,4,8,60.5,60.0,6.95,6.91,4.19,10508,4
717,1.27,5,3,61.8,57.0,6.96,6.89,4.28,5761,5
718,0.73,5,3,62.0,56.0,5.74,5.78,3.57,1902,2
719,1.52,4,5,62.4,58.0,7.37,7.3,4.58,13034,4
720,0.76,4,2,62.6,55.0,5.87,5.82,3.66,1970,4
721,1.76,3,5,62.8,55.4,7.7,7.74,4.85,18014,4
722,0.3,3,5,62.0,55.0,4.31,4.35,2.68,863,7
723,0.23,3,7,61.8,59.0,3.89,3.91,2.41,472,6
724,1.15,4,3,62.6,58.0,6.71,6.65,4.18,5851,4
725,1.25,5,2,63.3,56.0,6.87,6.83,4.34,5292,1
726,0.3,5,7,62.2,56.0,4.27,4.31,2.67,814,5
727,1.51,4,3,58.6,62.0,7.58,7.53,4.43,12655,6
728,1.03,4,6,61.5,59.0,6.48,6.43,3.98,8623,7
729,1.52,4,3,60.1,60.0,7.47,7.45,4.48,10330,3
730,0.27,3,6,64.6,53.0,4.04,4.1,2.63,575,7
731,0.83,5,3,61.5,53.0,6.09,6.07,3.74,3933,7
732,1.19,4,3,61.3,59.0,6.84,6.79,4.18,5464,1
733,2.1,5,3,62.9,57.0,8.19,8.12,5.13,18648,3
734,0.7,5,3,62.2,56.0,5.68,5.7,3.54,2409,5
735,0.54,4,5,61.1,58.0,5.24,5.3,3.22,1994,7
736,1.57,5,3,61.7,55.0,7.51,7.44,4.61,8752,4
737,0.31,5,6,60.9,57.0,4.38,4.42,2.68,777,7
738,0.3,4,5,60.3,58.0,4.32,4.34,2.61,473,1
739,0.51,5,6,61.9,55.0,5.15,5.19,3.2,1875,4
740,0.6,3,5,62.6,56.0,5.37,5.41,3.37,1378,2
741,0.37,4,3,62.1,60.0,4.54,4.61,2.84,551,4
742,0.7,5,4,62.4,57.0,5.68,5.61,3.52,2867,7
743,0.52,5,6,60.4,57.0,5.25,5.28,3.18,2426,7
744,1.74,5,2,59.7,55.0,7.9,7.84,4.7,9880,7
745,0.51,2,2,63.7,61.0,4.99,4.96,3.17,964,3
746,0.3,4,5,61.7,59.0,4.3,4.26,2.64,608,1
747,1.78,3,2,63.4,60.0,7.67,7.61,4.85,10730,7
748,1.1,3,5,60.3,62.0,6.72,6.67,4.04,6951,4
749,0.43,5,4,62.5,56.0,4.81,4.85,3.02,1218,3
750,0.42,5,3,61.0,56.0,4.86,4.83,2.96,914,1
751,0.43,5,8,61.8,55.0,4.85,4.89,3.01,1433,4
752,1.01,4,2,62.4,58.0,6.41,6.38,3.99,4442,4
753,0.91,3,4,63.0,58.0,6.07,6.15,3.85,3340,1
754,0.31,4,4,61.6,58.0,4.35,4.38,2.69,625,5
755,1.03,4,4,62.6,58.0,6.45,6.4,4.02,5774,5
756,2.11,4,4,60.8,61.0,8.32,8.28,5.05,16395,3
757,0.4,4,2,62.4,58.0,4.69,4.73,2.94,666,7
758,0.54,5,4,60.5,56.0,5.26,5.28,3.19,1754,6
759,1.56,5,4,60.5,57.0,7.56,7.5,4.56,12717,6
760,0.35,5,7,62.1,53.0,4.53,4.55,2.82,540,2
761,0.32,5,6,61.6,55.0,4.42,4.41,2.72,936,4
762,0.7,4,5,62.5,60.0,5.62,5.67,3.53,3471,7
763,1.34,5,5,62.0,57.0,7.12,7.04,4.39,6010,2
764,0.23,3,6,61.0,59.0,3.93,3.97,2.41,465,5
765,0.52,5,3,62.2,57.0,5.13,5.16,3.2,1600,7
766,1.38,2,2,63.7,58.0,7.06,7.01,4.48,4598,2
767,0.8,5,6,61.4,57.0,5.96,6.0,3.67,4740,4
768,1.25,4,4,61.5,58.0,6.98,6.91,4.27,10640,6
769,0.51,4,3,60.9,59.0,5.19,5.13,3.14,1687,7
770,2.33,2,2,63.9,60.0,8.37,8.3,5.32,13242,4
771,0.9,2,3,58.0,58.0,6.24,6.28,3.63,3699,5
772,1.22,5,2,62.0,57.0,6.88,6.83,4.25,4852,5
773,0.91,5,5,62.1,57.0,6.2,6.23,3.86,3906,1
774,0.41,5,7,61.7,57.0,4.73,4.76,2.93,875,1
775,0.3,5,3,60.4,59.0,4.33,4.35,2.62,439,1
776,1.01,4,3,63.0,60.0,6.36,6.33,4.0,4642,3
777,0.44,4,3,61.9,59.0,4.9,4.86,3.02,1089,7
778,1.2,5,5,62.6,54.3,6.76,6.8,4.25,8687,4
779,0.53,5,4,61.8,55.0,5.2,5.24,3.2,1721,6
780,1.21,3,3,60.2,58.0,6.89,6.93,4.16,6229,3
781,1.0,5,4,62.3,56.0,6.43,6.32,3.97,5887,4
782,1.55,5,3,61.7,54.0,7.42,7.55,4.62,7987,2
783,0.54,5,6,61.6,56.0,5.25,5.27,3.24,2776,6
784,0.38,5,6,61.9,57.0,4.65,4.63,2.87,1176,6
785,0.51,5,4,62.1,56.0,5.16,5.11,3.19,1882,7
786,1.26,4,5,62.0,58.0,6.95,6.88,4.29,10669,5
787,0.33,4,8,60.8,58.0,4.46,4.42,2.7,1052,4
788,1.0,4,3,62.2,51.0,6.47,6.4,4.0,3511,3
789,0.74,4,4,62.1,56.0,5.83,5.79,3.61,2532,3
790,1.51,3,4,62.3,59.0,7.29,7.34,4.56,14112,7
791,1.45,1,1,64.8,67.0,7.16,7.0,4.64,4320,5
792,1.52,4,4,60.9,61.0,7.46,7.28,4.49,13919,5
793,1.26,4,2,59.1,59.0,7.09,7.05,4.18,5899,4
794,0.7,1,3,65.2,58.0,5.6,5.56,3.64,1749,1
795,0.32,5,7,61.7,55.0,4.38,4.41,2.71,879,6
796,0.38,5,7,60.3,56.0,4.72,4.74,2.85,1867,7
797,1.15,5,6,61.5,57.0,6.72,6.75,4.14,12193,6
798,2.51,3,3,63.8,55.0,8.51,8.6,5.46,16842,2
799,0.3,3,4,62.9,61.0,4.27,4.29,2.69,710,7
800,1.5,2,2,63.8,57.0,7.21,7.14,4.58,5416,3
801,1.13,5,5,61.6,54.0,6.72,6.74,4.15,5813,1
